SupplierID,SupplierName,Focus,Phone,Email,Address,GSTIN,ContractStart,IsPreferred
153,Balaji Foods #153,Coke Portfolio,7355770832,balajifoods153533@mail.com,"46, Old Town, Visakhapatnam",37WVVJW9981AK5Y,2023-03-08 00:00:00,FALSE
154,Sai Foods #154,Mixed,8966142219,saifoods154807@mail.com,"173, Auto Nagar, Visakhapatnam",37RBEKT4633TUPC,2025-09-15 00:00:00,FALSE
155,Anusha Beverages #155,Coke Portfolio,6284410380,anushabeverages1559479@example.com,"63, Old Town, Visakhapatnam",37RXWUY4643GX5H,2019-02-23 00:00:00,FALSE
156,Sai Enterprises #156,Local Portfolio,7591935695,saienterprises1566575@example.com,"255, Old Town, Visakhapatnam",37NHWBP1622U6UJ,2023-04-15 00:00:00,FALSE
157,Krishna Traders #157,Local Portfolio,6455332729,krishnatraders1571110@example.com,"70, Wholesale Market, Visakhapatnam",37OZSYU8828RVCL,2021-04-06 00:00:00,FALSE
158,Vishnu Beverages #158,Local Portfolio,7258925340,vishnubeverages1586588@mail.com,"271, Old Town, Visakhapatnam",37ORVRU2216D7YA,2025-03-26 00:00:00,FALSE
159,Sree Distributors #159,Coke Portfolio,9741441865,sreedistributors1594203@mail.com,"298, Wholesale Market, Visakhapatnam",37LTZCC1806PO7D,2025-07-24 00:00:00,FALSE
160,Venkateswara Traders #160,Coke Portfolio,9959307515,venkateswaratraders1604349@example.com,"214, Old Town, Visakhapatnam",37NKRQS4124LSOV,2023-10-19 00:00:00,FALSE
161,Venkateswara Enterprises #161,Mixed,8928183877,venkateswaraenterprises161646@demo.in,"242, Old Town, Visakhapatnam",37ROOUA8191BEUE,2020-11-19 00:00:00,FALSE
162,Ravi Wholesale #162,Mixed,8980672271,raviwholesale1622103@mail.com,"178, Industrial Estate, Visakhapatnam",37OZEZN9211U7FR,2022-06-05 00:00:00,FALSE
163,Vishnu Traders #163,Local Portfolio,9433585272,vishnutraders1636565@mail.com,"140, Old Town, Visakhapatnam",37SDBOV3524I634,2020-04-17 00:00:00,FALSE
164,Anil Agencies #164,Local Portfolio,8298921595,anilagencies1641741@example.com,"236, Industrial Estate, Visakhapatnam",37PJWXE6076MS0X,2022-12-01 00:00:00,FALSE
165,Vishnu Distributors #165,Pepsi Portfolio,8931306376,vishnudistributors1657909@demo.in,"68, Auto Nagar, Visakhapatnam",37ABMKQ6196IM7Y,2019-09-14 00:00:00,FALSE
166,Sai Distributors #166,Mixed,9794408599,saidistributors1667829@mail.com,"131, Wholesale Market, Visakhapatnam",37RSQJT5993RP6J,2025-04-12 00:00:00,FALSE
167,Sai Traders #167,Coke Portfolio,8771370936,saitraders1673150@mail.com,"234, Auto Nagar, Visakhapatnam",37ZPIMO2384C4S4,2021-07-18 00:00:00,FALSE
168,Balaji Agencies #168,Pepsi Portfolio,7943165020,balajiagencies1685354@demo.in,"267, Industrial Estate, Visakhapatnam",37UTIXK0780VXVT,2024-01-05 00:00:00,FALSE
169,Balaji Traders #169,Pepsi Portfolio,7022953116,balajitraders1696068@mail.com,"171, Wholesale Market, Visakhapatnam",37FLCUS3045VLGJ,2024-10-01 00:00:00,FALSE
170,Teja Wholesale #170,Mixed,9839245407,tejawholesale1704407@example.com,"235, Old Town, Visakhapatnam",37RAHYS3810XY57,2024-01-02 00:00:00,FALSE
171,Sree Traders #171,Local Portfolio,7731049835,sreetraders1715591@example.com,"204, Auto Nagar, Visakhapatnam",37DBMLB0256ROF6,2025-05-14 00:00:00,FALSE
172,Harsha Agencies #172,Pepsi Portfolio,9651920684,harshaagencies1727745@example.com,"43, Wholesale Market, Visakhapatnam",37IIPJG9176CFB7,2023-01-04 00:00:00,FALSE
173,Harsha Distributors #173,Mixed,6757763114,harshadistributors1732945@example.com,"148, Auto Nagar, Visakhapatnam",37HWRLF1125ND5W,2025-05-07 00:00:00,FALSE
174,Kiran Distributors #174,Pepsi Portfolio,6983342523,kirandistributors1746506@example.com,"246, Old Town, Visakhapatnam",37QQZOF5050H9F0,2024-12-26 00:00:00,FALSE
175,Anusha Foods #175,Local Portfolio,6235245770,anushafoods1753091@demo.in,"139, Old Town, Visakhapatnam",37FXCHN5204F0YO,2023-09-13 00:00:00,FALSE
176,Ravi Foods #176,Mixed,6327377857,ravifoods1768488@mail.com,"43, Auto Nagar, Visakhapatnam",37EYSMA6632TCAJ,2023-09-16 00:00:00,FALSE
177,Balaji Traders #177,Pepsi Portfolio,9262062477,balajitraders1777390@example.com,"292, Old Town, Visakhapatnam",37GAYRO9952GO3A,2022-02-03 00:00:00,FALSE
178,Lakshmi Traders #178,Coke Portfolio,7462247685,lakshmitraders1782860@mail.com,"23, Auto Nagar, Visakhapatnam",37OAGZP9098H2Z8,2024-10-24 00:00:00,FALSE
179,Harsha Agencies #179,Mixed,9610688690,harshaagencies17935@example.com,"47, Industrial Estate, Visakhapatnam",37YBYRB4418KSNX,2025-08-04 00:00:00,FALSE
180,Sri Foods #180,Local Portfolio,8344967077,srifoods1808859@demo.in,"64, Industrial Estate, Visakhapatnam",37ZANVH8534C0FY,2025-02-25 00:00:00,FALSE
181,Anil Traders #181,Mixed,6989756583,aniltraders1814672@example.com,"77, Old Town, Visakhapatnam",37FCDZQ0178OS0F,2020-09-26 00:00:00,FALSE
182,Rohit Traders #182,Local Portfolio,6622322296,rohittraders1821866@demo.in,"88, Old Town, Visakhapatnam",37EGOOB8537DQRU,2023-09-19 00:00:00,FALSE
183,Anil Distributors #183,Mixed,8586723356,anildistributors1831232@demo.in,"108, Auto Nagar, Visakhapatnam",37JBZWM2064RP8E,2019-07-06 00:00:00,FALSE
184,Anil Enterprises #184,Mixed,9086402258,anilenterprises1844958@mail.com,"133, Old Town, Visakhapatnam",37BDRAL4323F58A,2021-02-01 00:00:00,FALSE
185,Lakshmi Enterprises #185,Pepsi Portfolio,6021313477,lakshmienterprises1852141@mail.com,"166, Old Town, Visakhapatnam",37JXHUR6616C7PU,2024-04-05 00:00:00,FALSE
186,Sree Enterprises #186,Local Portfolio,9796842684,sreeenterprises1865207@example.com,"108, Old Town, Visakhapatnam",37YGQCJ0223DJ9N,2024-12-19 00:00:00,FALSE
187,Suma Traders #187,Pepsi Portfolio,8155391961,sumatraders1873754@mail.com,"1, Wholesale Market, Visakhapatnam",37USOWN1994UYZY,2021-10-07 00:00:00,FALSE
188,Harsha Enterprises #188,Coke Portfolio,7510371737,harshaenterprises1882111@demo.in,"139, Industrial Estate, Visakhapatnam",37FBGUX6457J3TB,2024-04-12 00:00:00,FALSE
189,Teja Foods #189,Coke Portfolio,9451007945,tejafoods1892855@mail.com,"271, Old Town, Visakhapatnam",37GNXHD9409DN51,2019-03-28 00:00:00,FALSE
190,Teja Traders #190,Pepsi Portfolio,9828827264,tejatraders1909005@demo.in,"280, Auto Nagar, Visakhapatnam",37BTNZT0119VXLW,2023-04-29 00:00:00,FALSE
191,Kiran Agencies #191,Mixed,8265209718,kiranagencies1917019@mail.com,"277, Old Town, Visakhapatnam",37MUUSR9775IHBS,2022-10-22 00:00:00,FALSE
192,Annapurna Wholesale #192,Local Portfolio,7936049772,annapurnawholesale1924291@demo.in,"269, Industrial Estate, Visakhapatnam",37HDUPS6110FLSF,2021-08-15 00:00:00,FALSE
193,Surya Enterprises #193,Mixed,8712755618,suryaenterprises1936901@mail.com,"186, Wholesale Market, Visakhapatnam",37VFMCK6528SYSX,2025-10-22 00:00:00,FALSE
194,Sree Distributors #194,Pepsi Portfolio,8034905967,sreedistributors1941065@demo.in,"154, Auto Nagar, Visakhapatnam",37WCFXU1016WU5Z,2024-09-05 00:00:00,FALSE
195,Anil Beverages #195,Coke Portfolio,9084578701,anilbeverages1955629@example.com,"183, Industrial Estate, Visakhapatnam",37EHHBT5003YJ0I,2025-08-10 00:00:00,FALSE
196,Om Wholesale #196,Coke Portfolio,7839057114,omwholesale196494@mail.com,"201, Wholesale Market, Visakhapatnam",37SZAEP9925BA0E,2024-08-12 00:00:00,FALSE
197,Anil Enterprises #197,Pepsi Portfolio,6045257990,anilenterprises1974119@example.com,"108, Old Town, Visakhapatnam",37IVAGF9431EIQD,2019-10-10 00:00:00,FALSE
198,Prasad Foods #198,Pepsi Portfolio,7814566672,prasadfoods1989438@demo.in,"206, Old Town, Visakhapatnam",37FDDCK6746HDKN,2021-12-16 00:00:00,FALSE
199,Balaji Foods #199,Mixed,6056477441,balajifoods1995130@mail.com,"29, Auto Nagar, Visakhapatnam",37OOJDL3143R5MU,2025-08-03 00:00:00,FALSE
200,Balaji Distributors #200,Pepsi Portfolio,6417614898,balajidistributors200962@mail.com,"122, Auto Nagar, Visakhapatnam",37SJRTH4802FOWA,2024-02-14 00:00:00,FALSE
201,Venkateswara Enterprises #201,Coke Portfolio,6987408801,venkateswaraenterprises2016552@mail.com,"126, Old Town, Visakhapatnam",37XRITZ3745S8SV,2023-02-22 00:00:00,FALSE
202,Gandhi Wholesale #202,Mixed,9837166789,gandhiwholesale2027279@example.com,"210, Auto Nagar, Visakhapatnam",37NRGKQ2825E8EF,2025-05-20 00:00:00,FALSE
203,Sai Foods #203,Coke Portfolio,9123961599,saifoods2037752@demo.in,"18, Industrial Estate, Visakhapatnam",37KFMSP8444IEJ2,2025-08-02 00:00:00,FALSE
204,Suma Agencies #204,Coke Portfolio,7999709714,sumaagencies2044292@example.com,"288, Industrial Estate, Visakhapatnam",37ERNQO3093K62D,2025-02-10 00:00:00,FALSE
205,Venkateswara Wholesale #205,Coke Portfolio,7543757236,venkateswarawholesale205298@example.com,"154, Industrial Estate, Visakhapatnam",37VMOLP7101KO57,2024-11-04 00:00:00,FALSE
206,Prasad Foods #206,Mixed,9919617330,prasadfoods2065652@example.com,"50, Industrial Estate, Visakhapatnam",37NHFOH9829C5Q2,2020-02-01 00:00:00,FALSE
207,Annapurna Distributors #207,Mixed,8821067671,annapurnadistributors20731@mail.com,"120, Wholesale Market, Visakhapatnam",37EMJEK3436ZL5E,2024-08-02 00:00:00,FALSE
208,Anil Agencies #208,Mixed,7953135025,anilagencies2085676@mail.com,"129, Wholesale Market, Visakhapatnam",37LMYOF4756D9PL,2025-06-07 00:00:00,FALSE
209,Rohit Beverages #209,Coke Portfolio,6082376653,rohitbeverages2092605@demo.in,"193, Old Town, Visakhapatnam",37IDCFK4219JEAB,2023-09-23 00:00:00,FALSE
210,Suma Foods #210,Local Portfolio,6859209131,sumafoods2108933@example.com,"295, Wholesale Market, Visakhapatnam",37UTJYD1397XNIM,2021-09-11 00:00:00,FALSE
211,Krishna Traders #211,Local Portfolio,8276435028,krishnatraders2111253@example.com,"177, Auto Nagar, Visakhapatnam",37MRRAM4810C58N,2019-04-01 00:00:00,FALSE
212,Krishna Enterprises #212,Mixed,6535046331,krishnaenterprises2124002@demo.in,"283, Auto Nagar, Visakhapatnam",37WTBPP3820WNZA,2021-08-24 00:00:00,FALSE
213,Surya Enterprises #213,Coke Portfolio,8145440106,suryaenterprises2139901@mail.com,"266, Auto Nagar, Visakhapatnam",37GLMUV7052QZWS,2022-04-09 00:00:00,FALSE
214,Krishna Wholesale #214,Coke Portfolio,9950468933,krishnawholesale2142407@mail.com,"66, Industrial Estate, Visakhapatnam",37WZPMM9843TL6C,2025-07-09 00:00:00,FALSE
215,Sree Foods #215,Mixed,8365508541,sreefoods215412@example.com,"194, Wholesale Market, Visakhapatnam",37CSDJU9889HIAA,2023-05-21 00:00:00,FALSE
216,Rohit Foods #216,Local Portfolio,6924192305,rohitfoods2169007@demo.in,"198, Old Town, Visakhapatnam",37NCQWQ0229XJNM,2021-01-09 00:00:00,FALSE
217,Lakshmi Wholesale #217,Local Portfolio,6646070448,lakshmiwholesale2177640@mail.com,"74, Old Town, Visakhapatnam",37REMQQ8517CM3B,2024-10-18 00:00:00,FALSE
218,Sree Foods #218,Mixed,8107154816,sreefoods2183371@demo.in,"250, Old Town, Visakhapatnam",37JQQZG4301KYOK,2024-02-24 00:00:00,FALSE
219,Annapurna Enterprises #219,Coke Portfolio,9022518217,annapurnaenterprises2193296@mail.com,"121, Old Town, Visakhapatnam",37PVGOF1851LNW7,2020-07-13 00:00:00,FALSE
220,Annapurna Traders #220,Pepsi Portfolio,6119714828,annapurnatraders2205484@mail.com,"300, Wholesale Market, Visakhapatnam",37NSGFF7343RS0A,2021-01-23 00:00:00,FALSE
221,Teja Beverages #221,Pepsi Portfolio,7706097284,tejabeverages221311@example.com,"116, Auto Nagar, Visakhapatnam",37CXQFD4546G1SE,2022-12-29 00:00:00,FALSE
222,Om Wholesale #222,Mixed,9910605683,omwholesale2224133@example.com,"139, Old Town, Visakhapatnam",37NZGOW7932WGZB,2025-05-29 00:00:00,FALSE
223,Vinayaka Agencies #223,Local Portfolio,7287775651,vinayakaagencies2237498@mail.com,"231, Auto Nagar, Visakhapatnam",37KRHDD0719CH8S,2022-04-01 00:00:00,FALSE
224,Kiran Wholesale #224,Coke Portfolio,7180001061,kiranwholesale2244116@example.com,"87, Old Town, Visakhapatnam",37YHJRG9860JFK1,2023-08-08 00:00:00,FALSE
225,Krishna Wholesale #225,Mixed,6897138919,krishnawholesale2257166@mail.com,"18, Industrial Estate, Visakhapatnam",37ADPTZ3345CMVA,2020-03-18 00:00:00,FALSE
226,Vijaya Foods #226,Mixed,6683897921,vijayafoods2263388@demo.in,"278, Auto Nagar, Visakhapatnam",37IRJLA6837TAVG,2021-11-12 00:00:00,FALSE
227,Naveen Distributors #227,Mixed,9440745017,naveendistributors2277108@mail.com,"80, Wholesale Market, Visakhapatnam",37IAYEW6977L1EL,2019-09-28 00:00:00,FALSE
228,Surya Distributors #228,Pepsi Portfolio,9441106162,suryadistributors2282859@mail.com,"143, Auto Nagar, Visakhapatnam",37LBDLE0196CMWL,2019-01-06 00:00:00,FALSE
229,Sai Enterprises #229,Coke Portfolio,6748076258,saienterprises2293217@mail.com,"228, Auto Nagar, Visakhapatnam",37PUUAM3461ARLT,2019-02-28 00:00:00,FALSE
230,Venkateswara Distributors #230,Coke Portfolio,9523363487,venkateswaradistributors2305143@mail.com,"45, Wholesale Market, Visakhapatnam",37IEEAK1735CCGN,2024-01-26 00:00:00,FALSE
231,Naveen Distributors #231,Coke Portfolio,7417419723,naveendistributors2318535@mail.com,"282, Old Town, Visakhapatnam",37YLTNP5774I8BA,2025-01-30 00:00:00,FALSE
232,Krishna Traders #232,Coke Portfolio,8117432492,krishnatraders2324288@mail.com,"120, Auto Nagar, Visakhapatnam",37YMOSZ1742FNTU,2024-08-11 00:00:00,FALSE
233,Surya Distributors #233,Mixed,7643902345,suryadistributors2337245@example.com,"197, Wholesale Market, Visakhapatnam",37AULSU7993BXY5,2021-10-15 00:00:00,FALSE
234,Naveen Distributors #234,Pepsi Portfolio,7792040516,naveendistributors2348347@demo.in,"140, Industrial Estate, Visakhapatnam",37BUDUI5279V0ER,2024-02-28 00:00:00,FALSE
235,Rohit Agencies #235,Coke Portfolio,8815545856,rohitagencies2356097@mail.com,"129, Auto Nagar, Visakhapatnam",37TZGAS4438IER2,2023-04-25 00:00:00,FALSE
236,Teja Wholesale #236,Pepsi Portfolio,9686649488,tejawholesale2361867@mail.com,"176, Old Town, Visakhapatnam",37YJKCL1602S284,2021-12-04 00:00:00,FALSE
237,Teja Wholesale #237,Local Portfolio,9489475928,tejawholesale2372992@example.com,"14, Old Town, Visakhapatnam",37QQJVB8047QBSR,2020-03-09 00:00:00,FALSE
238,Balaji Beverages #238,Pepsi Portfolio,9910640171,balajibeverages238771@example.com,"85, Industrial Estate, Visakhapatnam",37VQXFU0793JE2H,2025-01-02 00:00:00,FALSE
239,Venkateswara Traders #239,Pepsi Portfolio,9038463922,venkateswaratraders2395768@demo.in,"220, Wholesale Market, Visakhapatnam",37XLTFP2876W50P,2024-12-13 00:00:00,FALSE
240,Krishna Wholesale #240,Pepsi Portfolio,8791841327,krishnawholesale2406993@demo.in,"105, Auto Nagar, Visakhapatnam",37LKAZT8967MJCZ,2024-09-10 00:00:00,FALSE
241,Vijaya Wholesale #241,Coke Portfolio,6178987146,vijayawholesale2411958@example.com,"13, Old Town, Visakhapatnam",37CMWBX8058B1RR,2025-09-23 00:00:00,FALSE
242,Sai Beverages #242,Pepsi Portfolio,7565184965,saibeverages2429609@example.com,"133, Industrial Estate, Visakhapatnam",37MRPRT7384UPVX,2023-09-13 00:00:00,FALSE
243,Krishna Agencies #243,Mixed,8769284975,krishnaagencies2436495@example.com,"41, Industrial Estate, Visakhapatnam",37FEFRJ0890OE6H,2019-03-26 00:00:00,FALSE
244,Surya Enterprises #244,Pepsi Portfolio,8088282590,suryaenterprises244382@example.com,"209, Industrial Estate, Visakhapatnam",37XLXFZ8436KBE1,2024-04-08 00:00:00,FALSE
245,Rohit Enterprises #245,Pepsi Portfolio,8610956395,rohitenterprises2455071@demo.in,"61, Wholesale Market, Visakhapatnam",37WPYFW9092WJ6G,2023-09-26 00:00:00,FALSE
246,Prasad Distributors #246,Local Portfolio,9637013319,prasaddistributors2464975@mail.com,"235, Old Town, Visakhapatnam",37PRHSJ3017CDQ0,2024-09-13 00:00:00,FALSE
247,Anusha Traders #247,Local Portfolio,8003409297,anushatraders2477837@mail.com,"20, Auto Nagar, Visakhapatnam",37DQUFD0839WZ7Z,2021-07-14 00:00:00,FALSE
248,Shiva Distributors #248,Mixed,9493100520,shivadistributors2484969@example.com,"240, Auto Nagar, Visakhapatnam",37CKESO0623LO1Z,2020-01-03 00:00:00,FALSE
249,Kiran Enterprises #249,Pepsi Portfolio,6610969274,kiranenterprises2497687@example.com,"273, Old Town, Visakhapatnam",37DCAQS7364US0V,2025-03-23 00:00:00,FALSE
250,Prasad Distributors #250,Local Portfolio,7876515847,prasaddistributors2507374@example.com,"162, Industrial Estate, Visakhapatnam",37ULNRD6778Y86W,2021-07-30 00:00:00,FALSE
251,Balaji Beverages #251,Coke Portfolio,6151899599,balajibeverages2519421@mail.com,"82, Industrial Estate, Visakhapatnam",37HRDZU7004AMRX,2020-12-15 00:00:00,FALSE
252,Gandhi Foods #252,Pepsi Portfolio,9606308407,gandhifoods2525833@demo.in,"191, Old Town, Visakhapatnam",37AMYUC6406WJGI,2019-12-03 00:00:00,FALSE
253,Om Foods #253,Pepsi Portfolio,7975230248,omfoods2531445@demo.in,"111, Wholesale Market, Visakhapatnam",37DTMRE9146VRE9,2025-02-18 00:00:00,FALSE
254,Annapurna Beverages #254,Mixed,9064990207,annapurnabeverages2548454@mail.com,"254, Wholesale Market, Visakhapatnam",37BTHTI3959F3QP,2023-10-26 00:00:00,FALSE
255,Harsha Beverages #255,Pepsi Portfolio,8675396556,harshabeverages2552988@mail.com,"181, Wholesale Market, Visakhapatnam",37VGNTR5301HNWH,2022-09-21 00:00:00,FALSE
256,Vishnu Enterprises #256,Coke Portfolio,6626585760,vishnuenterprises2561416@mail.com,"299, Industrial Estate, Visakhapatnam",37UEAXD4734BBPZ,2022-09-10 00:00:00,FALSE
257,Venkateswara Enterprises #257,Coke Portfolio,7029875433,venkateswaraenterprises2578684@example.com,"52, Industrial Estate, Visakhapatnam",37MDCNY3513XRXD,2022-10-01 00:00:00,FALSE
258,Rohit Enterprises #258,Local Portfolio,8967022590,rohitenterprises2581410@mail.com,"262, Industrial Estate, Visakhapatnam",37ECPPR5179P1RD,2019-12-12 00:00:00,FALSE
259,Anil Distributors #259,Pepsi Portfolio,8580320749,anildistributors259617@demo.in,"264, Auto Nagar, Visakhapatnam",37TUILQ0440X3GO,2019-09-29 00:00:00,FALSE
260,Anusha Traders #260,Coke Portfolio,9105853687,anushatraders2606691@mail.com,"5, Auto Nagar, Visakhapatnam",37ZRUWG0489YDU5,2021-07-05 00:00:00,FALSE
261,Lakshmi Beverages #261,Pepsi Portfolio,7380165518,lakshmibeverages2619732@example.com,"115, Wholesale Market, Visakhapatnam",37AHPGC5762A0RJ,2021-05-10 00:00:00,FALSE
262,Sai Enterprises #262,Pepsi Portfolio,8595383906,saienterprises2623931@example.com,"168, Industrial Estate, Visakhapatnam",37ETVIA2562WKDM,2022-09-03 00:00:00,FALSE
263,Ravi Traders #263,Coke Portfolio,8465776142,ravitraders263199@example.com,"73, Industrial Estate, Visakhapatnam",37AJQJA2377DO8M,2024-04-07 00:00:00,FALSE
264,Krishna Traders #264,Mixed,7417531493,krishnatraders2643652@mail.com,"69, Wholesale Market, Visakhapatnam",37VFRAC7935PMUM,2019-11-22 00:00:00,FALSE
265,Shiva Traders #265,Local Portfolio,7984887606,shivatraders2655280@mail.com,"273, Old Town, Visakhapatnam",37OUDBS1422XLW6,2024-07-08 00:00:00,FALSE
266,Balaji Agencies #266,Local Portfolio,8342080709,balajiagencies2667307@example.com,"167, Old Town, Visakhapatnam",37VTVCI4835BUAM,2025-06-07 00:00:00,FALSE
267,Shiva Distributors #267,Coke Portfolio,7420068121,shivadistributors2676065@demo.in,"289, Industrial Estate, Visakhapatnam",37PFJAR1796RS59,2021-11-01 00:00:00,FALSE
268,Anil Agencies #268,Coke Portfolio,6115728265,anilagencies2683442@mail.com,"31, Auto Nagar, Visakhapatnam",37JFAMV5961TP30,2024-09-01 00:00:00,FALSE
269,Sree Agencies #269,Pepsi Portfolio,6359269059,sreeagencies2698625@mail.com,"175, Auto Nagar, Visakhapatnam",37RYSPC9504HC6M,2023-01-04 00:00:00,FALSE
270,Surya Traders #270,Coke Portfolio,7690633917,suryatraders2702507@example.com,"47, Old Town, Visakhapatnam",37YLNLO4808H461,2019-08-07 00:00:00,FALSE
271,Rohit Beverages #271,Mixed,9468350988,rohitbeverages2711576@example.com,"272, Old Town, Visakhapatnam",37UJFEF4683GCXL,2025-01-19 00:00:00,FALSE
272,Sree Traders #272,Mixed,7597448903,sreetraders2724541@demo.in,"27, Old Town, Visakhapatnam",37JGHNN5498VRUR,2021-02-17 00:00:00,FALSE
273,Shiva Wholesale #273,Coke Portfolio,6382741086,shivawholesale2734459@mail.com,"69, Old Town, Visakhapatnam",37LPUIZ3014IMRF,2024-06-02 00:00:00,FALSE
274,Teja Agencies #274,Mixed,6266422209,tejaagencies274636@mail.com,"188, Wholesale Market, Visakhapatnam",37UHEUF6602X8WB,2020-01-16 00:00:00,FALSE
275,Krishna Distributors #275,Mixed,7203414918,krishnadistributors2754181@example.com,"67, Old Town, Visakhapatnam",37FLESA5966Q1VU,2022-05-07 00:00:00,FALSE
276,Om Foods #276,Mixed,6488050594,omfoods276448@mail.com,"187, Industrial Estate, Visakhapatnam",37IFSEF1646LVFU,2020-11-10 00:00:00,FALSE
277,Sai Distributors #277,Coke Portfolio,6139451791,saidistributors2777064@demo.in,"172, Wholesale Market, Visakhapatnam",37TJOUL1777PXJB,2023-12-17 00:00:00,FALSE
278,Sri Agencies #278,Local Portfolio,6529163255,sriagencies2781162@example.com,"265, Old Town, Visakhapatnam",37GOUMS0129ANL2,2022-08-12 00:00:00,FALSE
279,Venkateswara Distributors #279,Pepsi Portfolio,9107242891,venkateswaradistributors2793074@example.com,"145, Industrial Estate, Visakhapatnam",37RDUED9929HJH9,2022-02-26 00:00:00,FALSE
280,Naveen Enterprises #280,Mixed,6850332720,naveenenterprises2806896@demo.in,"274, Wholesale Market, Visakhapatnam",37UTXYG4047OWZI,2022-03-04 00:00:00,FALSE
281,Venkateswara Foods #281,Mixed,6800389680,venkateswarafoods2811546@example.com,"100, Industrial Estate, Visakhapatnam",37ONSOX6666IT23,2023-04-11 00:00:00,FALSE
282,Annapurna Foods #282,Pepsi Portfolio,8339856677,annapurnafoods2829152@mail.com,"13, Old Town, Visakhapatnam",37CIEAK0505C0SL,2025-03-06 00:00:00,FALSE
283,Prasad Foods #283,Mixed,9446117504,prasadfoods2838967@demo.in,"124, Auto Nagar, Visakhapatnam",37HPBUF5347GF1J,2022-11-08 00:00:00,FALSE
284,Kiran Foods #284,Local Portfolio,6005220946,kiranfoods2841584@demo.in,"47, Industrial Estate, Visakhapatnam",37EVKGC7148LQ64,2022-03-19 00:00:00,FALSE
285,Venkateswara Traders #285,Pepsi Portfolio,6850717869,venkateswaratraders2854758@mail.com,"115, Wholesale Market, Visakhapatnam",37VAYMK7062GZ1O,2023-06-18 00:00:00,FALSE
286,Annapurna Wholesale #286,Pepsi Portfolio,7268089538,annapurnawholesale2862908@example.com,"128, Industrial Estate, Visakhapatnam",37WCFXQ4346A5I8,2021-07-12 00:00:00,FALSE
287,Krishna Wholesale #287,Coke Portfolio,6619756924,krishnawholesale287247@demo.in,"126, Industrial Estate, Visakhapatnam",37NECTH4525DDHM,2024-10-15 00:00:00,FALSE
288,Vijaya Beverages #288,Coke Portfolio,7858748482,vijayabeverages2889653@example.com,"222, Old Town, Visakhapatnam",37RNVKR2461Q1EW,2024-03-14 00:00:00,FALSE
289,Shiva Distributors #289,Mixed,7390639568,shivadistributors2898392@mail.com,"70, Wholesale Market, Visakhapatnam",37JFAZS7430ENHL,2019-08-13 00:00:00,FALSE
290,Venkateswara Distributors #290,Mixed,8092351111,venkateswaradistributors290403@mail.com,"95, Old Town, Visakhapatnam",37PMNQJ3231VZOB,2021-11-17 00:00:00,FALSE
291,Ravi Enterprises #291,Coke Portfolio,6707944417,ravienterprises2918854@mail.com,"245, Industrial Estate, Visakhapatnam",37QSXFV3725MCUT,2024-11-06 00:00:00,FALSE
292,Prasad Distributors #292,Local Portfolio,8441913952,prasaddistributors2925554@example.com,"155, Industrial Estate, Visakhapatnam",37LRKUX1933MRYK,2023-02-14 00:00:00,FALSE
293,Venkateswara Distributors #293,Coke Portfolio,7424412152,venkateswaradistributors2934314@example.com,"243, Wholesale Market, Visakhapatnam",37QDMZW6333WB1V,2019-06-14 00:00:00,FALSE
294,Harsha Distributors #294,Mixed,7603863628,harshadistributors2945620@demo.in,"269, Wholesale Market, Visakhapatnam",37NXIZW1366P4KY,2019-06-01 00:00:00,FALSE
295,Venkateswara Distributors #295,Mixed,9893455490,venkateswaradistributors2953567@mail.com,"283, Auto Nagar, Visakhapatnam",37YWHKN9197GUE7,2019-12-13 00:00:00,FALSE
296,Teja Foods #296,Mixed,8294187586,tejafoods2968954@mail.com,"284, Wholesale Market, Visakhapatnam",37CWVUK3866YYHI,2024-06-18 00:00:00,FALSE
297,Sai Distributors #297,Local Portfolio,7339582699,saidistributors2979323@mail.com,"119, Old Town, Visakhapatnam",37ALPNG3942NHX1,2023-05-06 00:00:00,FALSE
298,Venkateswara Foods #298,Coke Portfolio,7294727449,venkateswarafoods2988918@mail.com,"215, Old Town, Visakhapatnam",37GKAXN8934KVOZ,2024-08-12 00:00:00,FALSE
299,Om Traders #299,Mixed,8283568413,omtraders299862@demo.in,"198, Wholesale Market, Visakhapatnam",37JRJFT3766SZSN,2020-11-18 00:00:00,FALSE
300,Sree Agencies #300,Mixed,9849198049,sreeagencies3009316@mail.com,"133, Auto Nagar, Visakhapatnam",37SCPLT1193I7WD,2022-12-26 00:00:00,FALSE
301,Surya Traders #301,Pepsi Portfolio,7713508606,suryatraders3018635@mail.com,"25, Auto Nagar, Visakhapatnam",37UMFCT8028LPK7,2024-06-19 00:00:00,FALSE
302,Venkateswara Wholesale #302,Mixed,7748416834,venkateswarawholesale3029110@mail.com,"238, Industrial Estate, Visakhapatnam",37LETOH5511SGFH,2019-03-07 00:00:00,FALSE
303,Annapurna Distributors #303,Pepsi Portfolio,9211638739,annapurnadistributors303817@example.com,"229, Old Town, Visakhapatnam",37CPXBW3237Z011,2019-04-17 00:00:00,FALSE
304,Krishna Beverages #304,Pepsi Portfolio,9293996224,krishnabeverages3047108@mail.com,"250, Old Town, Visakhapatnam",37FDUVC7332V9HY,2024-12-10 00:00:00,FALSE
305,Sai Distributors #305,Pepsi Portfolio,9205883995,saidistributors30518@mail.com,"229, Industrial Estate, Visakhapatnam",37BXEQB1371R96A,2019-07-11 00:00:00,FALSE
